EmployeeID,Gender,Department,Job_Level,Country,Hire_Date,Annual_Salary,Market_Midpoint,Target_Bonus_Pct,Actual_Bonus,Performance_Rating,Benefit_Plan
GE-1287,Male,IT,Entry,Poland,9/18/2020,94012,95000,0.05,5372,4,Standard
GE-1288,Female,Sales,Senior,Poland,6/19/2019,191571,175000,0.15,24630,3,Opt-Out
GE-1289,Male,IT,Senior,Spain,12/20/2022,159999,175000,0.15,20571,3,Standard
GE-1290,Female,Sales,Professional,France,5/29/2022,119512,130000,0.1,10243,3,Gold Health
GE-1291,Male,IT,Entry,UK,3/16/2016,100225,95000,0.05,7158,5,Opt-Out
GE-1292,Female,Engineering,Senior,Poland,1/8/2021,170788,175000,0.15,29277,4,Standard
GE-1293,Male,HR,Professional,Poland,5/20/2017,104643,130000,0.1,11959,4,Opt-Out
GE-1294,Male,IT,Senior,Poland,4/2/2020,170020,175000,0.15,21859,3,Silver Health
GE-1295,Male,IT,Senior,Poland,7/15/2014,179504,175000,0.15,23079,3,Opt-Out
GE-1296,Male,Engineering,Professional,Poland,2/6/2017,107153,130000,0.1,9184,3,Gold Health
GE-1297,Male,Operations,Manager,France,11/12/2021,253834,240000,0.2,43514,3,Silver Health
GE-1298,Male,Engineering,Senior,UK,6/6/2019,208552,175000,0.15,26813,3,Silver Health
GE-1299,Female,Marketing,Manager,Germany,6/14/2020,237456,240000,0.2,27137,2,Opt-Out
GE-1300,Female,Operations,Professional,France,2/17/2020,145077,130000,0.1,12435,3,Opt-Out
GE-1301,Female,IT,Senior,France,12/10/2017,177728,175000,0.15,15233,2,Standard
GE-1302,Female,Operations,Entry,Germany,8/4/2019,107172,95000,0.05,4593,3,Standard
GE-1303,Male,Operations,Director,UK,5/3/2016,297288,340000,0.3,101927,4,Opt-Out
GE-1304,Female,HR,Senior,UK,9/5/2015,162930,175000,0.15,27930,4,Gold Health
GE-1305,Male,Operations,Professional,UK,7/17/2015,130469,130000,0.1,14910,4,Silver Health
GE-1306,Female,Operations,Senior,Germany,9/15/2018,194861,175000,0.15,33404,4,Standard
GE-1307,Male,IT,Entry,UK,9/15/2016,110875,95000,0.05,4751,3,Standard
GE-1308,Male,Operations,Senior,UK,12/16/2018,189045,175000,0.15,32407,4,Silver Health
GE-1309,Male,IT,Senior,Poland,4/18/2019,173837,175000,0.15,22350,3,Gold Health
GE-1310,Female,HR,Professional,Poland,3/4/2016,112416,130000,0.1,12847,4,Gold Health
GE-1311,Female,Finance,Professional,France,1/27/2015,120873,130000,0.1,13814,4,Silver Health
GE-1312,Female,Sales,Entry,France,12/6/2018,89357,95000,0.05,6382,5,Gold Health
GE-1313,Male,Sales,Senior,Germany,10/4/2021,177369,175000,0.15,22804,3,Gold Health
GE-1314,Male,HR,Director,Spain,2/12/2016,305799,340000,0.3,78634,3,Gold Health
GE-1315,Male,HR,Manager,France,3/6/2017,266959,240000,0.2,61019,4,Silver Health
GE-1316,Male,Operations,Senior,Poland,2/25/2014,171100,175000,0.15,29331,4,Standard
GE-1317,Female,HR,Entry,Germany,4/29/2020,102932,95000,0.05,7352,5,Gold Health
GE-1318,Male,IT,Senior,Spain,4/13/2020,198206,175000,0.15,33978,4,Standard
GE-1319,Male,IT,Professional,France,3/6/2018,122230,130000,0.1,10476,3,Standard
GE-1320,Male,Engineering,Professional,France,3/12/2016,130114,130000,0.1,11152,3,Standard
GE-1321,Male,Marketing,Entry,Poland,9/17/2016,83899,95000,0.05,3595,3,Silver Health
GE-1322,Female,Sales,Professional,UK,10/3/2021,145869,130000,0.1,20838,5,Silver Health
GE-1323,Male,Finance,Senior,UK,1/30/2016,162977,175000,0.15,20954,3,Opt-Out
GE-1324,Female,Sales,Professional,Germany,12/2/2021,141636,130000,0.1,12140,3,Gold Health
GE-1325,Male,Sales,Senior,Spain,3/28/2017,174346,175000,0.15,14943,2,Opt-Out
GE-1326,Male,Marketing,Professional,Germany,5/31/2020,115870,130000,0.1,9931,3,Standard
GE-1327,Female,Marketing,Senior,UK,6/4/2020,157116,175000,0.15,13467,2,Gold Health
GE-1328,Female,Sales,Professional,UK,7/5/2021,129420,130000,0.1,11093,3,Opt-Out
GE-1329,Male,IT,Professional,France,12/23/2015,131415,130000,0.1,15018,4,Gold Health
GE-1330,Male,Operations,Senior,UK,8/12/2017,149122,175000,0.15,19172,3,Standard
GE-1331,Female,HR,Entry,Spain,10/31/2020,102053,95000,0.05,5831,4,Opt-Out
GE-1332,Male,IT,Entry,Germany,11/4/2014,113552,95000,0.05,3244,2,Opt-Out
GE-1333,Male,Finance,Professional,Poland,5/22/2021,141337,130000,0.1,12114,3,Gold Health
GE-1334,Male,Sales,Professional,Spain,5/14/2017,130341,130000,0.1,14896,4,Silver Health
GE-1335,Female,Operations,Professional,Germany,4/2/2018,121043,130000,0.1,3458,1,Standard
GE-1336,Male,Sales,Professional,Spain,4/20/2020,141040,130000,0.1,12089,3,Opt-Out
GE-1337,Male,Operations,Professional,Spain,1/10/2021,120588,130000,0.1,13781,4,Standard
GE-1338,Female,Operations,Director,Poland,10/1/2022,336101,340000,0.3,86425,3,Standard
GE-1339,Male,Operations,Professional,UK,11/18/2021,142828,130000,0.1,12242,3,Gold Health
GE-1340,Female,Operations,Senior,France,1/20/2019,164676,175000,0.15,7057,1,Gold Health
GE-1341,Female,Marketing,Professional,Poland,7/23/2019,149782,130000,0.1,12838,3,Opt-Out
GE-1342,Female,IT,Professional,UK,7/13/2015,122779,130000,0.1,7015,2,Gold Health
GE-1343,Female,Engineering,Professional,Poland,6/15/2022,112745,130000,0.1,12885,4,Silver Health
GE-1344,Male,IT,Professional,UK,5/28/2019,142718,130000,0.1,8155,2,Silver Health
GE-1345,Female,IT,Director,UK,10/23/2021,357769,340000,0.3,91997,3,Silver Health
GE-1346,Male,Engineering,Senior,Spain,2/17/2023,188959,175000,0.15,24294,3,Gold Health
GE-1347,Female,Marketing,Professional,Spain,9/2/2022,147897,130000,0.1,16902,4,Standard
GE-1348,Male,Sales,Manager,France,12/23/2015,236466,240000,0.2,40537,3,Opt-Out
GE-1349,Male,HR,Manager,Germany,12/3/2020,245453,240000,0.2,70129,5,Silver Health
GE-1350,Male,HR,Entry,France,6/24/2022,84340,95000,0.05,3614,3,Silver Health
GE-1351,Male,Marketing,Senior,UK,1/30/2021,188585,175000,0.15,24246,3,Standard
GE-1352,Female,IT,Senior,Spain,2/24/2019,161258,175000,0.15,27644,4,Opt-Out
GE-1353,Male,Sales,Professional,Germany,8/26/2015,110457,130000,0.1,12623,4,Standard
GE-1354,Female,IT,Professional,Germany,3/2/2022,134858,130000,0.1,7706,2,Gold Health
GE-1355,Male,Engineering,Manager,Germany,1/28/2021,216822,240000,0.2,37169,3,Silver Health
GE-1356,Female,Engineering,Senior,France,2/28/2017,190501,175000,0.15,32657,4,Standard
GE-1357,Male,Marketing,Professional,France,3/11/2017,102209,130000,0.1,11681,4,Standard
GE-1358,Male,IT,Professional,Poland,3/16/2018,140849,130000,0.1,20121,5,Standard
GE-1359,Female,IT,Senior,France,10/26/2018,155996,175000,0.15,13371,2,Standard
GE-1360,Female,Operations,Director,France,4/9/2017,357874,340000,0.3,30674,1,Standard
GE-1361,Female,Engineering,Professional,Poland,7/20/2015,123012,130000,0.1,7029,2,Standard
GE-1362,Female,Finance,Director,Germany,1/3/2021,296214,340000,0.3,76169,3,Gold Health
GE-1363,Female,Finance,Professional,Spain,11/18/2014,134985,130000,0.1,7713,2,Gold Health
GE-1364,Male,Sales,Manager,Poland,4/17/2020,221021,240000,0.2,12629,1,Gold Health
GE-1365,Male,Sales,Professional,UK,2/24/2018,155137,130000,0.1,13297,3,Gold Health
GE-1366,Female,Sales,Senior,Spain,4/9/2021,169296,175000,0.15,29022,4,Silver Health
GE-1367,Male,Sales,Director,Spain,6/15/2020,319509,340000,0.3,82159,3,Gold Health
GE-1368,Male,Marketing,Professional,France,6/16/2020,119681,130000,0.1,10258,3,Opt-Out
GE-1369,Male,HR,Manager,Germany,3/4/2017,241420,240000,0.2,27590,2,Silver Health
GE-1370,Male,Operations,Entry,UK,11/4/2014,97076,95000,0.05,6934,5,Silver Health
GE-1371,Male,HR,Manager,Germany,7/16/2017,285408,240000,0.2,81545,5,Opt-Out
GE-1372,Male,Marketing,Professional,Poland,8/21/2022,153226,130000,0.1,17511,4,Standard
GE-1373,Male,IT,Senior,Poland,6/30/2016,179993,175000,0.15,15427,2,Gold Health
GE-1374,Male,Engineering,Professional,UK,11/24/2016,142427,130000,0.1,12208,3,Opt-Out
GE-1375,Female,Finance,Professional,Poland,10/8/2019,130972,130000,0.1,7484,2,Opt-Out
GE-1376,Male,Marketing,Professional,Spain,1/31/2014,134577,130000,0.1,15380,4,Standard
GE-1377,Male,Engineering,Entry,Spain,9/20/2016,80246,95000,0.05,3439,3,Silver Health
GE-1378,Female,Finance,Professional,UK,12/2/2023,152038,130000,0.1,13031,3,Gold Health
GE-1379,Male,Engineering,Manager,France,5/27/2016,191028,240000,0.2,32747,3,Silver Health
GE-1380,Male,Marketing,Entry,Germany,8/24/2019,84748,95000,0.05,3632,3,Standard
GE-1381,Male,Operations,Professional,Spain,11/24/2020,105934,130000,0.1,6053,2,Opt-Out
GE-1382,Male,Marketing,Senior,Poland,9/5/2019,185474,175000,0.15,31795,4,Silver Health
GE-1383,Male,Operations,Professional,France,7/12/2021,146051,130000,0.1,16691,4,Opt-Out
GE-1384,Female,Marketing,Entry,Germany,2/14/2022,115305,95000,0.05,4941,3,Silver Health
GE-1385,Female,Operations,Entry,France,7/17/2018,87520,95000,0.05,3750,3,Opt-Out
GE-1386,Female,Marketing,Entry,Spain,12/17/2014,89841,95000,0.05,3850,3,Silver Health
GE-1387,Male,Operations,Senior,Spain,12/17/2022,174380,175000,0.15,29893,4,Silver Health
GE-1388,Female,Engineering,Professional,UK,6/17/2021,128694,130000,0.1,11030,3,Gold Health
GE-1389,Male,Finance,Entry,Germany,11/24/2016,100391,95000,0.05,5736,4,Opt-Out
GE-1390,Male,Finance,Professional,Poland,2/5/2021,143502,130000,0.1,12300,3,Standard
GE-1391,Female,Engineering,Entry,Spain,1/20/2018,72383,95000,0.05,4136,4,Gold Health
GE-1392,Male,HR,Entry,Spain,6/27/2014,87302,95000,0.05,2494,2,Opt-Out
GE-1393,Male,Marketing,Senior,Spain,8/13/2021,189812,175000,0.15,24404,3,Standard
GE-1394,Male,Marketing,Professional,UK,2/19/2016,121441,130000,0.1,13878,4,Opt-Out
GE-1395,Male,HR,Director,Spain,7/15/2019,430009,340000,0.3,110573,3,Silver Health
GE-1396,Female,Engineering,Entry,France,12/2/2018,97530,95000,0.05,2786,2,Standard
GE-1397,Male,Finance,Professional,Germany,10/30/2015,120174,130000,0.1,10300,3,Opt-Out
GE-1398,Female,Marketing,Professional,Germany,12/10/2023,134642,130000,0.1,15387,4,Standard
GE-1399,Male,Sales,Professional,Germany,10/4/2014,105619,130000,0.1,3017,1,Opt-Out
GE-1400,Female,HR,Senior,Germany,2/25/2020,206141,175000,0.15,26503,3,Opt-Out
GE-1401,Male,HR,Professional,France,3/17/2018,118367,130000,0.1,16909,5,Silver Health
GE-1402,Male,Finance,Professional,UK,6/9/2019,130101,130000,0.1,11151,3,Silver Health
GE-1403,Male,HR,Professional,Poland,11/28/2022,132790,130000,0.1,11382,3,Silver Health
GE-1404,Female,IT,Manager,Germany,11/26/2019,300454,240000,0.2,68675,4,Gold Health
GE-1405,Female,HR,Manager,Poland,1/2/2019,280149,240000,0.2,64034,4,Opt-Out
GE-1406,Male,Sales,Entry,Germany,7/24/2022,96675,95000,0.05,5524,4,Opt-Out
GE-1407,Male,Finance,Senior,France,10/30/2016,158965,175000,0.15,27251,4,Gold Health
GE-1408,Female,Engineering,Entry,Germany,10/9/2019,88724,95000,0.05,5069,4,Silver Health
GE-1409,Female,Marketing,Entry,France,10/10/2017,78499,95000,0.05,3364,3,Opt-Out
GE-1410,Female,HR,Senior,Germany,12/3/2017,160233,175000,0.15,13734,2,Silver Health
GE-1411,Female,IT,Senior,Germany,7/20/2019,148528,175000,0.15,25461,4,Opt-Out
GE-1412,Male,Sales,Professional,Poland,11/1/2016,119146,130000,0.1,10212,3,Gold Health
GE-1413,Male,Operations,Entry,Poland,2/9/2018,85023,95000,0.05,6073,5,Standard
GE-1414,Male,Marketing,Professional,Poland,11/19/2017,107091,130000,0.1,9179,3,Gold Health
GE-1415,Male,Marketing,Professional,France,12/29/2023,125039,130000,0.1,17862,5,Silver Health
GE-1416,Male,Engineering,Professional,Germany,1/24/2016,139947,130000,0.1,11995,3,Standard
GE-1417,Male,Operations,Professional,Spain,10/15/2019,133443,130000,0.1,11437,3,Opt-Out
GE-1418,Male,Operations,Professional,Germany,6/25/2016,149223,130000,0.1,12790,3,Opt-Out
GE-1419,Female,Operations,Manager,UK,12/28/2019,210992,240000,0.2,36170,3,Standard
GE-1420,Female,Sales,Entry,Spain,7/21/2017,84318,95000,0.05,3613,3,Opt-Out
GE-1421,Female,Operations,Senior,Poland,4/25/2018,177692,175000,0.15,22846,3,Silver Health
GE-1422,Female,Sales,Senior,Germany,5/13/2022,157485,175000,0.15,26997,4,Opt-Out
GE-1423,Female,Engineering,Professional,UK,5/17/2015,111879,130000,0.1,9589,3,Gold Health
GE-1424,Male,Sales,Entry,Poland,1/5/2018,119930,95000,0.05,5139,3,Silver Health
GE-1425,Female,Marketing,Senior,Spain,12/1/2017,199912,175000,0.15,25702,3,Gold Health
GE-1426,Male,HR,Senior,Germany,1/14/2020,196062,175000,0.15,25207,3,Gold Health
GE-1427,Female,Marketing,Senior,Poland,8/20/2020,181947,175000,0.15,23393,3,Gold Health
GE-1428,Female,IT,Senior,Germany,2/15/2018,172436,175000,0.15,22170,3,Gold Health
GE-1429,Female,Finance,Professional,Poland,12/28/2017,111893,130000,0.1,6393,2,Standard
GE-1430,Female,Sales,Professional,UK,12/17/2019,124537,130000,0.1,10674,3,Silver Health
GE-1431,Male,Marketing,Professional,UK,8/14/2020,154824,130000,0.1,13270,3,Gold Health
GE-1432,Female,HR,Entry,Germany,3/2/2015,91257,95000,0.05,3911,3,Standard
GE-1433,Male,Finance,Entry,UK,7/12/2020,86733,95000,0.05,4956,4,Opt-Out
GE-1434,Female,HR,Entry,France,11/25/2015,95218,95000,0.05,4080,3,Standard
GE-1435,Female,IT,Manager,France,1/17/2016,261278,240000,0.2,59720,4,Silver Health
GE-1436,Female,Marketing,Manager,UK,12/24/2018,257066,240000,0.2,44068,3,Silver Health
GE-1437,Male,Operations,Entry,Germany,4/8/2020,97172,95000,0.05,4164,3,Opt-Out
GE-1438,Female,Operations,Senior,Spain,6/29/2016,163606,175000,0.15,21035,3,Standard
GE-1439,Female,Engineering,Entry,UK,8/22/2016,93853,95000,0.05,5363,4,Gold Health
GE-1440,Female,IT,Manager,Poland,2/19/2014,258857,240000,0.2,59167,4,Opt-Out
GE-1441,Male,Operations,Senior,France,9/15/2021,141488,175000,0.15,18191,3,Opt-Out
GE-1442,Male,Marketing,Professional,Poland,1/19/2019,124317,130000,0.1,10655,3,Opt-Out
GE-1443,Male,Marketing,Professional,UK,10/9/2019,150096,130000,0.1,8576,2,Gold Health
GE-1444,Male,Sales,Professional,UK,12/10/2023,150363,130000,0.1,12888,3,Opt-Out
GE-1445,Male,HR,Professional,Poland,2/26/2014,111514,130000,0.1,3186,1,Opt-Out
GE-1446,Male,Operations,Entry,Poland,7/26/2016,99280,95000,0.05,5673,4,Silver Health
GE-1447,Female,Sales,Senior,Germany,4/29/2022,166284,175000,0.15,14252,2,Gold Health
GE-1448,Male,Finance,Senior,Spain,10/1/2020,168996,175000,0.15,28970,4,Gold Health
GE-1449,Male,Marketing,Professional,Spain,7/8/2015,142451,130000,0.1,16280,4,Standard
GE-1450,Female,IT,Senior,Poland,7/27/2020,183413,175000,0.15,23581,3,Gold Health
GE-1451,Female,Sales,Professional,UK,9/13/2015,112455,130000,0.1,9639,3,Standard
GE-1452,Female,Engineering,Senior,Spain,2/3/2023,162391,175000,0.15,27838,4,Gold Health
GE-1453,Male,Engineering,Professional,Spain,11/16/2016,126885,130000,0.1,14501,4,Opt-Out
GE-1454,Male,Finance,Senior,Spain,9/5/2014,153536,175000,0.15,32900,5,Standard
GE-1455,Male,Finance,Professional,Germany,5/1/2014,109195,130000,0.1,15599,5,Standard
GE-1456,Male,Operations,Entry,Poland,4/3/2015,83019,95000,0.05,4743,4,Standard
GE-1457,Male,Engineering,Entry,Germany,1/12/2022,104002,95000,0.05,5942,4,Standard
GE-1458,Male,HR,Entry,Poland,6/27/2021,92010,95000,0.05,6572,5,Silver Health
GE-1459,Female,Operations,Manager,Germany,7/29/2017,276185,240000,0.2,63128,4,Standard
GE-1460,Female,Sales,Professional,Germany,10/6/2020,138682,130000,0.1,11887,3,Standard
GE-1461,Male,Sales,Professional,UK,1/22/2017,147581,130000,0.1,12649,3,Silver Health
GE-1462,Male,Sales,Professional,Spain,10/3/2018,122020,130000,0.1,6972,2,Standard
GE-1463,Female,Operations,Entry,Spain,7/4/2023,95070,95000,0.05,4074,3,Gold Health
GE-1464,Male,Operations,Professional,Germany,11/21/2017,162376,130000,0.1,23196,5,Opt-Out
GE-1465,Male,Marketing,Manager,UK,7/31/2015,268460,240000,0.2,30681,2,Opt-Out
GE-1466,Male,IT,Professional,UK,8/11/2018,136004,130000,0.1,11657,3,Opt-Out
GE-1467,Female,IT,Professional,Germany,8/18/2016,119808,130000,0.1,6846,2,Silver Health
GE-1468,Female,Sales,Entry,Poland,3/5/2021,97272,95000,0.05,2779,2,Standard
GE-1469,Male,HR,Entry,Poland,5/5/2019,102268,95000,0.05,5843,4,Silver Health
GE-1470,Female,Finance,Entry,Spain,11/18/2020,98123,95000,0.05,4205,3,Silver Health
GE-1471,Male,HR,Professional,UK,2/15/2020,118129,130000,0.1,10125,3,Standard
GE-1472,Male,IT,Professional,Germany,7/29/2014,124250,130000,0.1,10650,3,Silver Health
GE-1473,Male,HR,Professional,Spain,12/27/2017,108655,130000,0.1,9313,3,Standard
GE-1474,Male,Finance,Professional,UK,7/2/2023,153335,130000,0.1,13143,3,Silver Health
GE-1475,Female,Finance,Senior,France,9/5/2018,170299,175000,0.15,21895,3,Gold Health
GE-1476,Male,IT,Entry,Germany,1/11/2021,98335,95000,0.05,5619,4,Opt-Out
GE-1477,Female,HR,Professional,France,11/4/2023,124013,130000,0.1,14172,4,Silver Health
GE-1478,Male,Marketing,Professional,France,10/2/2018,127097,130000,0.1,10894,3,Standard
GE-1479,Male,Sales,Professional,Spain,7/21/2015,132297,130000,0.1,7559,2,Silver Health
GE-1480,Female,Engineering,Senior,France,2/3/2015,167680,175000,0.15,21558,3,Silver Health
GE-1481,Female,IT,Professional,Germany,3/16/2016,153403,130000,0.1,4382,1,Standard
GE-1482,Male,IT,Entry,Spain,3/9/2015,102435,95000,0.05,4390,3,Standard
GE-1483,Female,Marketing,Entry,Germany,4/23/2015,85058,95000,0.05,6075,5,Standard
GE-1484,Male,Marketing,Senior,UK,5/16/2017,178193,175000,0.15,22910,3,Opt-Out
GE-1485,Female,Marketing,Senior,Germany,8/7/2018,178425,175000,0.15,22940,3,Gold Health
GE-1486,Female,Engineering,Entry,UK,6/6/2023,101131,95000,0.05,5778,4,Gold Health
GE-1487,Female,Finance,Professional,France,10/3/2015,157848,130000,0.1,13529,3,Opt-Out
GE-1488,Male,Marketing,Professional,Spain,4/6/2022,151774,130000,0.1,17345,4,Gold Health
GE-1489,Female,IT,Professional,Germany,6/10/2023,113605,130000,0.1,9737,3,Standard
GE-1490,Female,Sales,Senior,Spain,3/3/2023,192224,175000,0.15,8238,1,Silver Health
GE-1491,Male,Operations,Senior,Poland,5/17/2016,162160,175000,0.15,13899,2,Gold Health
GE-1492,Female,IT,Entry,UK,6/17/2014,79395,95000,0.05,3402,3,Standard
GE-1493,Female,Sales,Senior,France,4/29/2014,196032,175000,0.15,25204,3,Opt-Out
GE-1494,Female,Marketing,Entry,UK,2/18/2016,100173,95000,0.05,4293,3,Standard
GE-1495,Male,Operations,Professional,UK,3/2/2019,106063,130000,0.1,9091,3,Standard
GE-1496,Female,Marketing,Professional,Poland,3/23/2023,113127,130000,0.1,9696,3,Gold Health
GE-1497,Male,Operations,Senior,UK,10/19/2017,160781,175000,0.15,27562,4,Standard
GE-1498,Female,Marketing,Entry,Germany,5/16/2018,74666,95000,0.05,1066,1,Opt-Out
GE-1499,Female,HR,Professional,Spain,12/17/2020,150930,130000,0.1,12936,3,Gold Health
GE-1500,Female,IT,Professional,France,4/18/2014,119156,130000,0.1,3404,1,Opt-Out
GE-1501,Female,HR,Professional,Poland,3/4/2019,130627,130000,0.1,11196,3,Silver Health
GE-1502,Male,Engineering,Entry,Poland,12/8/2022,99832,95000,0.05,4278,3,Opt-Out
GE-1503,Female,Sales,Professional,UK,6/4/2019,134938,130000,0.1,11566,3,Opt-Out
GE-1504,Female,HR,Professional,Spain,9/20/2018,136292,130000,0.1,11682,3,Gold Health
GE-1505,Female,Finance,Manager,France,6/15/2017,235969,240000,0.2,67419,5,Gold Health
GE-1506,Male,IT,Senior,Spain,3/4/2023,193684,175000,0.15,24902,3,Opt-Out
GE-1507,Female,HR,Senior,Spain,1/20/2014,178320,175000,0.15,22926,3,Silver Health
GE-1508,Male,Finance,Professional,Germany,6/24/2023,139833,130000,0.1,15980,4,Opt-Out
GE-1509,Female,IT,Senior,France,6/13/2018,167567,175000,0.15,21544,3,Opt-Out
GE-1510,Male,Marketing,Professional,France,12/1/2018,105469,130000,0.1,6026,2,Opt-Out
GE-1511,Male,Finance,Professional,Germany,11/12/2016,124013,130000,0.1,10629,3,Standard
GE-1512,Male,Operations,Professional,Germany,4/21/2022,118534,130000,0.1,16933,5,Opt-Out
GE-1513,Female,Sales,Entry,Poland,12/26/2021,99674,95000,0.05,5695,4,Standard
GE-1514,Male,Engineering,Professional,UK,7/21/2014,115083,130000,0.1,9864,3,Gold Health
GE-1515,Female,Finance,Senior,Spain,1/27/2016,171191,175000,0.15,22010,3,Gold Health
GE-1516,Male,Operations,Professional,UK,3/13/2021,101918,130000,0.1,14559,5,Standard
GE-1517,Male,Operations,Entry,Germany,1/4/2018,98810,95000,0.05,4234,3,Standard
GE-1518,Male,IT,Professional,Poland,3/26/2021,134607,130000,0.1,15383,4,Gold Health
GE-1519,Female,IT,Entry,Germany,4/4/2019,93565,95000,0.05,5346,4,Silver Health
GE-1520,Female,Operations,Senior,Germany,4/24/2017,153599,175000,0.15,32914,5,Standard
GE-1521,Female,Engineering,Senior,Poland,7/4/2020,148741,175000,0.15,19123,3,Opt-Out
GE-1522,Female,Sales,Senior,Spain,2/8/2017,153423,175000,0.15,19725,3,Standard
GE-1523,Female,Engineering,Professional,France,7/28/2023,127747,130000,0.1,14599,4,Silver Health
GE-1524,Female,IT,Professional,Spain,10/27/2023,134551,130000,0.1,19221,5,Gold Health
GE-1525,Male,Finance,Professional,France,2/10/2021,122006,130000,0.1,17429,5,Opt-Out
GE-1526,Male,Finance,Manager,France,10/27/2015,214385,240000,0.2,36751,3,Opt-Out
GE-1527,Female,Sales,Entry,UK,4/29/2018,93180,95000,0.05,3993,3,Opt-Out
GE-1528,Female,Sales,Manager,Poland,10/17/2016,290259,240000,0.2,49758,3,Gold Health
GE-1529,Male,IT,Entry,UK,11/12/2021,99942,95000,0.05,2855,2,Standard
GE-1530,Female,Sales,Manager,UK,12/21/2018,246645,240000,0.2,42282,3,Standard
GE-1531,Male,IT,Senior,Spain,3/28/2021,175001,175000,0.15,22500,3,Opt-Out
GE-1532,Male,Operations,Entry,Germany,6/14/2015,119525,95000,0.05,5122,3,Opt-Out
GE-1533,Female,Finance,Senior,Germany,8/9/2019,143272,175000,0.15,18420,3,Standard
GE-1534,Female,HR,Entry,Poland,2/25/2017,82108,95000,0.05,4691,4,Standard
GE-1535,Male,Finance,Senior,Poland,4/14/2018,162646,175000,0.15,27882,4,Gold Health
GE-1536,Male,Finance,Senior,France,10/30/2018,178294,175000,0.15,22923,3,Gold Health
GE-1537,Female,HR,Director,UK,8/1/2023,281807,340000,0.3,72464,3,Gold Health
GE-1538,Female,Finance,Professional,Poland,8/11/2014,133672,130000,0.1,11457,3,Standard
GE-1539,Female,IT,Professional,Spain,7/1/2017,122844,130000,0.1,14039,4,Opt-Out
GE-1540,Female,Finance,Entry,France,12/21/2023,88367,95000,0.05,5049,4,Opt-Out
GE-1541,Female,Operations,Entry,UK,4/8/2020,103164,95000,0.05,4421,3,Opt-Out
GE-1542,Male,Operations,Manager,Spain,6/14/2019,234802,240000,0.2,13417,1,Silver Health
GE-1543,Female,Sales,Entry,France,5/15/2021,90189,95000,0.05,3865,3,Gold Health
GE-1544,Female,HR,Professional,Germany,10/20/2018,151835,130000,0.1,13014,3,Standard
GE-1545,Male,IT,Entry,Poland,2/24/2020,110579,95000,0.05,3159,2,Standard
GE-1546,Male,HR,Manager,Spain,7/19/2014,266118,240000,0.2,30413,2,Gold Health
GE-1547,Female,Operations,Senior,Germany,6/1/2014,156960,175000,0.15,6726,1,Gold Health
GE-1548,Female,HR,Entry,Poland,12/15/2014,94690,95000,0.05,5410,4,Opt-Out
GE-1549,Male,Finance,Manager,Poland,5/9/2016,271049,240000,0.2,77442,5,Opt-Out
GE-1550,Male,Marketing,Senior,UK,2/6/2014,185613,175000,0.15,23864,3,Gold Health
GE-1551,Female,Engineering,Professional,Germany,4/26/2018,128074,130000,0.1,10977,3,Opt-Out
GE-1552,Male,Sales,Professional,UK,8/13/2020,111297,130000,0.1,9539,3,Gold Health
GE-1553,Female,IT,Professional,Germany,12/13/2016,137917,130000,0.1,11821,3,Standard
GE-1554,Female,Sales,Senior,Spain,6/30/2017,145513,175000,0.15,12472,2,Silver Health
GE-1555,Female,IT,Manager,UK,8/4/2018,197349,240000,0.2,22554,2,Standard
GE-1556,Female,Marketing,Entry,Poland,8/13/2022,96838,95000,0.05,5533,4,Standard
GE-1557,Male,Operations,Professional,France,1/23/2018,137400,130000,0.1,15702,4,Opt-Out
GE-1558,Female,HR,Senior,France,10/7/2021,177100,175000,0.15,30360,4,Gold Health
GE-1559,Male,Operations,Senior,France,10/14/2014,183114,175000,0.15,31390,4,Opt-Out
GE-1560,Female,Marketing,Professional,Poland,4/23/2020,122171,130000,0.1,10471,3,Standard
GE-1561,Female,Operations,Professional,UK,3/25/2014,118972,130000,0.1,10197,3,Opt-Out
GE-1562,Female,Marketing,Senior,UK,10/6/2022,181776,175000,0.15,23371,3,Standard
GE-1563,Male,IT,Senior,France,10/18/2016,156226,175000,0.15,20086,3,Gold Health
GE-1564,Female,Finance,Professional,UK,1/11/2021,145710,130000,0.1,12489,3,Opt-Out
GE-1565,Male,Operations,Manager,Germany,4/28/2022,194699,240000,0.2,44502,4,Opt-Out
GE-1566,Female,Finance,Professional,Spain,7/6/2017,124629,130000,0.1,10682,3,Silver Health
GE-1567,Male,Marketing,Entry,Spain,12/11/2023,104835,95000,0.05,5990,4,Standard
GE-1568,Male,Engineering,Senior,UK,8/20/2023,204297,175000,0.15,26266,3,Standard
GE-1569,Female,Sales,Entry,Poland,6/9/2021,91947,95000,0.05,3940,3,Silver Health
GE-1570,Male,Sales,Manager,France,6/9/2019,239179,240000,0.2,27334,2,Opt-Out
GE-1571,Male,Sales,Professional,Poland,10/22/2017,147802,130000,0.1,16891,4,Standard
GE-1572,Male,Operations,Professional,Poland,7/14/2020,109734,130000,0.1,12541,4,Opt-Out
GE-1573,Female,Finance,Manager,Spain,5/4/2014,288095,240000,0.2,16462,1,Opt-Out
GE-1574,Male,Engineering,Professional,UK,1/25/2023,157347,130000,0.1,13486,3,Gold Health
GE-1575,Female,HR,Manager,France,10/1/2020,251493,240000,0.2,43113,3,Standard
